2,74E+12;AUTO POSTO RIO BRANCO DE ANDRADAS LTDA;RUA CEL OLIVEIRA,786;;CENTRO;ANDRADAS;MG;DIESEL S500;3,699;24/02/20 15:52;2020-04-21
2,74E+12;AUTO POSTO RIO BRANCO DE ANDRADAS LTDA;RUA CEL OLIVEIRA,786;;CENTRO;ANDRADAS;MG;DIESEL S10;3,799;24/02/20 15:52;2020-04-21
2,77E+12;POSTO PALMITO;RUA 02,S/N;QUADRAS 16 E 17;BOA ESPERANÇA;SORRISO;MT;GASOLINA C COMUM;4,96;06/05/19 12:03;2020-04-21
2,77E+12;POSTO PALMITO;RUA 02,S/N;QUADRAS 16 E 17;BOA ESPERANÇA;SORRISO;MT;ETANOL;3,15;06/05/19 12:03;2020-04-21
2,77E+12;POSTO PALMITO;RUA 02,S/N;QUADRAS 16 E 17;BOA ESPERANÇA;SORRISO;MT;DIESEL S500;4,1;06/05/19 12:03;2020-04-21
2,77E+12;POSTO PALMITO;RUA 02,S/N;QUADRAS 16 E 17;BOA ESPERANÇA;SORRISO;MT;DIESEL S10;4,2;06/05/19 12:03;2020-04-21
2,93E+12;AUTO POSTO TOCANTINS;AVENIDA BERNARDO SAYAO,3160;;CENTRO;GUARAI;TO;GASOLINA C COMUM;4,799;13/07/18 12:02;2020-04-21
2,93E+12;AUTO POSTO TOCANTINS;AVENIDA BERNARDO SAYAO,3160;;CENTRO;GUARAI;TO;DIESEL S500;3,449;13/07/18 12:02;2020-04-21
2,93E+12;AUTO POSTO TOCANTINS;AVENIDA BERNARDO SAYAO,3160;;CENTRO;GUARAI;TO;DIESEL S10;3,499;13/07/18 12:02;2020-04-21
3,01E+12;POSTO PILOTO;AVENIDA AFONSO PENA,800;;AMAMBAI;CAMPO GRANDE;MS;GASOLINA C COMUM;4,097;29/06/18 10:10;2020-04-21
3,01E+12;POSTO PILOTO;AVENIDA AFONSO PENA,800;;AMAMBAI;CAMPO GRANDE;MS;ETANOL;3,297;29/06/18 10:10;2020-04-21
3,01E+12;POSTO PILOTO;AVENIDA AFONSO PENA,800;;AMAMBAI;CAMPO GRANDE;MS;DIESEL S10;3,587;29/06/18 10:10;2020-04-21
3,10E+12;POSTO ALTO ALEGRE;AVENIDA TANCREDO NEVES,3774;;CENTRO;ALTO ALEGRE DOS PARECIS;RO;GASOLINA C COMUM;4,85;11/07/18 09:33;2020-04-21
3,10E+12;POSTO ALTO ALEGRE;AVENIDA TANCREDO NEVES,3774;;CENTRO;ALTO ALEGRE DOS PARECIS;RO;DIESEL S500;3,75;11/07/18 09:33;2020-04-21
3,10E+12;POSTO ALTO ALEGRE;AVENIDA TANCREDO NEVES,3774;;CENTRO;ALTO ALEGRE DOS PARECIS;RO;DIESEL S10;3,8;11/07/18 09:33;2020-04-21
3,12E+12;POSTO SAVANA;RODOVIA BR-163,17846;;CHACARA DAS MANSOES;CAMPO GRANDE;MS;GASOLINA C COMUM;4,199;05/07/18 10:38;2020-04-21
